City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
Mazatlán,23.22,-106.42,77.0,88,90,5.82,MX,1595866933
Vanimo,-2.67,141.3,77.38,86,51,3.33,PG,1595867122
Palmerston,-12.49,130.98,69.8,68,81,4.7,AU,1595867126
Gemeente Wageningen,51.97,5.67,73.99,60,75,12.75,NL,1595866852
Cabedelo,-6.98,-34.83,82.4,65,75,18.34,BR,1595867129
Gambēla,8.25,34.58,73.04,91,100,1.97,ET,1595867133
Kieta,-6.22,155.63,78.46,79,98,3.83,PG,1595866937
Diapaga,12.07,1.79,87.28,60,77,4.23,BF,1595867136
Doha,25.29,51.53,98.01,56,0,8.05,QA,1595867137
Linares,-35.85,-71.6,50.97,71,1,9.08,CL,1595867139
Bafoulabé,13.81,-10.83,83.8,77,58,2.57,ML,1595867140
Soyo,-6.13,12.37,74.98,74,66,9.8,AO,1595867142
Neiafu,-18.65,-173.98,73.4,88,40,5.82,TO,1595867144
Chapel Hill,35.91,-79.06,93.99,67,0,3.69,US,1595867148
Yazman,29.12,71.74,104.85,27,0,12.91,PK,1595867149
Cabatuan,10.88,122.49,77.61,87,100,2.57,PH,1595867150
Aguadas,5.61,-75.46,69.8,60,40,2.24,CO,1595867153
Aleppo Governorate,36.25,37.5,103.35,13,49,11.18,SY,1595867154
Mehamn,71.04,27.85,73.4,46,6,10.29,NO,1595867156
Şabyā,17.15,42.63,86.0,70,40,5.82,SA,1595867157
Vestmannaeyjar,63.44,-20.27,57.2,62,3,19.46,IS,1595867159
Ardakān,32.31,54.02,100.4,12,75,6.93,IR,1595867160
Chilca,-12.52,-76.74,60.8,77,90,6.93,PE,1595867163
Den Helder,52.96,4.76,72.0,68,90,14.99,NL,1595866876
Lobatse,-25.22,25.67,55.4,32,0,5.82,BW,1595867126
Aykhal,66.0,111.5,41.0,93,90,4.47,RU,1595867167
Hofn,64.25,-15.21,59.0,44,40,18.34,IS,1595867168
Bandar-e Lengeh,26.56,54.88,95.0,71,0,6.93,IR,1595867169
Ponta do Sol,32.67,-17.1,75.0,65,0,4.88,PT,1595866925
Torbay,47.67,-52.73,62.01,93,90,12.75,CA,1595867171
Camocim,-2.9,-40.84,89.11,44,0,10.2,BR,1595867173
Farnes,61.32,7.8,60.8,59,75,19.46,NO,1595867174
Serra Talhada,-7.99,-38.3,84.42,36,99,11.05,BR,1595867175
Chimoré,-16.98,-65.13,87.01,38,0,5.26,BO,1595867176
Majene,-3.54,118.97,77.92,85,40,14.18,ID,1595867178
Kashgar,39.45,75.98,90.0,64,72,1.01,CN,1595867179
Tilichiki,60.47,166.1,50.41,68,0,3.4,RU,1595867180
Pokhara,28.23,83.98,72.91,84,89,1.7,NP,1595867181
Waingapu,-9.66,120.26,72.0,81,91,10.76,ID,1595867182
Altay,47.87,88.12,64.49,53,100,4.09,CN,1595867184
Havre-St-Pierre,50.23,-63.6,66.2,77,90,8.05,CA,1595867185
Nhulunbuy,-12.23,136.77,71.6,64,83,9.17,AU,1595867117
Pavino,59.11,46.14,66.27,84,100,1.72,RU,1595867187
Jidong,45.22,131.08,63.0,91,0,1.83,CN,1595867188
Kulhudhuffushi,6.62,73.07,82.06,77,53,10.04,MV,1595867189
Dzhebariki-Khaya,62.22,135.8,61.45,69,100,2.37,RU,1595867191
Scarborough,54.28,-0.4,64.99,89,100,10.0,GB,1595867069
Bundaberg,-24.85,152.35,60.01,82,100,5.82,AU,1595867193
Pisco,-13.7,-76.22,62.01,87,90,3.36,PE,1595867195
Zhezkazgan,47.8,67.71,77.65,25,0,8.32,KZ,1595867196
Usinsk,65.99,57.53,64.8,59,16,9.33,RU,1595867197
Andenes,69.31,16.12,73.4,43,0,18.34,NO,1595867198
Angoche,-16.23,39.91,72.95,74,50,10.67,MZ,1595867199
Dudinka,69.41,86.18,51.8,57,99,8.95,RU,1595867200
Baijiantan,45.63,85.18,74.61,46,100,12.91,CN,1595867202
Tessalit,20.2,1.01,97.0,26,92,6.31,ML,1595867203
Senneterre,48.38,-77.23,84.2,62,75,5.82,CA,1595867204
Kholm,59.27,32.85,74.5,56,15,2.82,RU,1595867205
Pangkalanbuun,-2.68,111.62,74.86,92,77,2.44,ID,1595867194
Tonantins,-2.87,-67.8,88.38,56,24,3.51,BR,1595867209
Sabha,27.04,14.43,99.88,11,0,13.56,LY,1595867210
Portland,45.52,-122.68,78.01,53,1,3.36,US,1595866926
Boende,-0.22,20.87,81.39,63,86,1.34,CD,1595867212
Makakilo City,21.35,-158.09,80.6,83,75,6.93,US,1595867214
Chumikan,54.72,135.31,55.74,88,100,1.63,RU,1595867215
Kapoeta,4.77,33.59,77.58,70,84,4.76,SS,1595867216
Padang,-0.95,100.35,78.19,78,65,4.45,ID,1595866927
Jablah,35.36,35.93,86.0,70,75,5.82,SY,1595867219
Umarkot,25.36,69.74,96.12,49,66,17.58,PK,1595867220
Plettenberg Bay,-34.05,23.37,57.43,73,0,9.24,ZA,1595867221
Lamu,-2.27,40.9,76.84,80,18,20.11,KE,1595867224
Tairua,-37.02,175.85,54.0,84,75,1.99,NZ,1595867230
Solton,52.84,86.48,58.24,87,0,2.48,RU,1595867233
Raudeberg,61.99,5.14,64.99,82,75,10.29,NO,1595867234
Muroto-misakicho,33.28,134.15,80.17,86,100,8.19,JP,1595867236
Najrān,17.49,44.13,89.6,35,75,10.29,SA,1595867238
Grand Gaube,-20.01,57.66,70.0,77,69,1.99,MU,1595867239
Araouane,18.9,-3.53,104.92,21,67,9.95,ML,1595867240
Tāybād,34.74,60.78,86.43,17,0,14.65,IR,1595867241
Rio Verde de Mato Grosso,-18.92,-54.84,89.62,24,65,9.37,BR,1595867246
Guerrero Negro,27.98,-114.06,72.99,69,5,14.52,MX,1595867247
Amazar,53.86,120.88,67.01,93,72,4.14,RU,1595867248
Labuan,5.28,115.24,78.8,100,20,2.24,MY,1595867250
Manokwari,-0.87,134.08,80.13,77,100,8.21,ID,1595867254
Lashio,22.93,97.75,69.4,97,100,1.68,MM,1595867256
Ino,33.55,133.43,77.07,85,100,2.04,JP,1595867257
Pakdasht,35.48,51.68,98.6,12,20,9.17,IR,1595867259
Nemuro,43.32,145.57,56.91,93,82,5.41,JP,1595867261
Vila Franca do Campo,37.72,-25.43,73.4,94,75,8.05,PT,1595867265
Mezhdurechensk,53.69,88.06,57.36,90,1,1.92,RU,1595867042
Nemyriv,48.97,28.84,86.0,42,40,6.71,UA,1595867274
Severnyy-Kospashskiy,59.09,57.8,62.01,53,58,4.99,RU,1595867275
Snyder,32.72,-100.92,82.4,58,1,9.17,US,1595867276
Vung Tau,10.35,107.08,83.86,77,0,10.16,VN,1595867278
Kongolo,-5.38,27.0,85.87,22,0,2.62,CD,1595867281
Narón,43.52,-8.15,75.0,71,17,8.99,ES,1595867282
Pacific Grove,36.62,-121.92,57.99,93,54,1.01,US,1595866992
Ţahţā,26.77,31.5,98.6,19,0,16.11,EG,1595867284
Gizo Government Station,-8.1,156.84,81.12,79,70,6.24,SB,1595867287
Senador José Porfírio,-2.59,-51.95,89.35,45,0,3.11,BR,1595867289
Shīeli,44.17,66.75,84.4,18,75,11.34,KZ,1595867291
Rzhishchëv,49.97,31.05,82.4,50,90,6.71,UA,1595867292
Preobrazheniye,42.9,133.91,62.94,87,35,10.04,RU,1595867293
Taoudenni,22.68,-3.98,113.11,6,36,7.96,ML,1595867295
Praia da Vitória,38.73,-27.07,80.6,65,20,4.12,PT,1595867296
Los Llanos de Aridane,28.66,-17.92,77.0,65,20,17.22,ES,1595867297
Ostrovnoy,68.05,39.51,63.95,74,9,3.62,RU,1595867298
Banda Aceh,5.56,95.32,79.5,84,100,15.84,ID,1595867299
Mumbwa,-14.98,27.06,65.35,33,0,5.75,ZM,1595867300
Laguna,38.42,-121.42,69.8,59,1,6.93,US,1595867302
Prainha,-1.8,-53.48,91.49,43,0,4.81,BR,1595867303
Chihuahua,28.5,-106.0,75.2,53,75,11.41,MX,1595867304
Port Hardy,50.7,-127.42,59.0,87,90,9.17,CA,1595867305
Khovd,48.01,91.64,69.98,31,98,2.28,MN,1595867306
Pishin,30.58,67.0,84.99,33,81,5.68,PK,1595867308
Cayenne,4.93,-52.33,87.8,62,75,4.7,GF,1595867309
Iquique,-20.22,-70.14,60.8,67,90,5.82,CL,1595867312
Port Shepstone,-30.74,30.45,61.93,67,66,7.7,ZA,1595867315
Tyler,32.35,-95.3,84.2,62,75,4.07,US,1595867317
Makkah al Mukarramah,21.43,39.83,87.6,56,60,17.98,SA,1595867180
Nova Olímpia,-14.8,-57.29,94.5,20,1,7.02,BR,1595867319
Khorramabad,33.49,48.36,93.15,12,47,4.9,IR,1595867320
Belyy Yar,53.6,91.39,60.8,87,64,4.47,RU,1595867321
Omsukchan,62.53,155.8,58.3,81,15,0.31,RU,1595867324
Iqaluit,63.75,-68.51,53.6,76,40,4.7,CA,1595867327
Narrabri,-30.32,149.78,52.0,81,90,6.93,AU,1595867330
Arrondissement de Bressuire,46.92,-0.5,77.0,61,0,17.56,FR,1595867331
Lubumbashi,-11.66,27.48,66.22,33,0,2.89,CD,1595867332
Terekli-Mekteb,44.17,45.87,83.41,38,17,17.13,RU,1595867334
Coos Bay,43.37,-124.22,66.99,100,90,4.7,US,1595867132
Beyneu,45.32,55.2,85.28,16,3,16.22,KZ,1595867336
San Jerónimo,-11.95,-75.28,57.72,44,15,2.19,PE,1595867338
Vāsudevanallūr,9.23,77.42,82.85,62,100,10.67,IN,1595867340
Meulaboh,4.14,96.13,76.39,93,100,12.57,ID,1595867344
Hambantota,6.12,81.12,80.6,88,75,4.7,LK,1595867345
Inuvik,68.35,-133.72,66.2,59,20,4.7,CA,1595867345
Ust-Nera,64.57,143.2,56.84,63,10,6.51,RU,1595867347
Ubari,26.59,12.78,100.13,11,0,13.6,LY,1595867348
Chimoio,-19.12,33.48,66.0,77,75,4.7,MZ,1595867350
Maţāy,28.42,30.78,100.53,13,0,11.45,EG,1595867352
Te Anau,-45.42,167.72,37.47,86,100,0.67,NZ,1595867353
Berlevåg,70.86,29.09,73.4,49,40,13.87,NO,1595867354
Deputatsky,69.3,139.9,45.81,76,100,3.4,RU,1595867355
Puro,12.48,123.38,81.46,81,100,1.03,PH,1595867356
Aranda de Duero,41.67,-3.69,98.82,13,27,11.79,ES,1595867357
North Bend,43.41,-124.22,66.99,100,90,4.7,US,1595867359
Shelburne,44.08,-80.2,82.4,65,75,10.29,CA,1595867282
Ol'khovatka,50.28,39.29,75.09,57,69,7.74,RU,1595867361
Barcelos,41.54,-8.62,82.0,83,20,13.87,PT,1595867363
Gunjur,13.2,-16.73,80.6,82,78,12.12,GM,1595867364
Ābādān,30.34,48.3,111.2,21,0,4.7,IR,1595867365
Smithers,54.78,-127.17,62.6,72,75,2.24,CA,1595867366
Skellefteå,64.75,20.95,66.99,72,100,5.82,SE,1595867367
Channel-Port aux Basques,47.57,-59.14,64.72,82,15,8.5,CA,1595867369
Kovdor,67.57,30.48,68.0,47,29,2.82,RU,1595867370
Biscarrosse,44.39,-1.17,78.8,61,0,11.41,FR,1595867371
Villa Rica,33.73,-84.92,87.01,55,75,5.82,US,1595867357
Beloha,-25.17,45.05,62.46,75,0,7.45,MG,1595867373
Yar-Sale,66.83,70.83,53.31,66,100,6.64,RU,1595867375
Port-Gentil,-0.72,8.78,80.6,74,40,17.02,GA,1595867376
Darbhanga,26.17,85.9,90.97,58,99,1.16,IN,1595867378
Stralsund,54.31,13.08,69.01,69,100,1.99,DE,1595867379
