City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
Abu Dhabi,24.47,54.37,24.47,308.15,67,0,AE,1595523028
Östersund,63.18,14.64,63.18,283.15,71,97,SE,1595523220
Río Gallegos,-51.62,-69.22,-51.62,272.15,80,84,AR,1595522859
La Santisima Trinidad,-14.83,-64.9,-14.83,304.15,55,20,BO,1595523222
Scarborough,54.28,-0.4,54.28,290.93,87,100,GB,1595522689
Alice Springs,-23.7,133.88,-23.7,277.15,64,0,AU,1595523225
Kohtla-Järve,59.4,27.27,59.4,287.85,69,40,EE,1595523226
Belmonte,-15.86,-38.88,-15.86,298.15,69,75,BR,1595523227
Zeya,53.75,127.27,53.75,289.14,93,40,RU,1595523228
Meadow Lake,34.8,-106.54,34.8,298.71,64,75,US,1595523229
Monroe,43.15,-77.68,43.15,300.37,69,75,US,1595523145
Dhidhdhoo,6.88,73.1,6.88,301.02,81,100,MV,1595523231
Pantelimon,44.45,26.2,44.45,302.59,51,52,RO,1595523233
Beringovskiy,63.05,179.32,63.05,281.82,83,70,RU,1595523234
Santiago de Cao,-7.96,-79.24,-7.96,291.34,75,64,PE,1595523235
Oytal,42.91,73.27,42.91,300.09,27,62,KZ,1595523236
Kendari,-3.94,122.5,-3.94,295.21,91,35,ID,1595523237
Deputatsky,69.3,139.9,69.3,291.14,57,78,RU,1595523238
Sinnamary,5.38,-52.95,5.38,301.06,80,60,GF,1595523245
Athmallik,20.72,84.53,20.72,299.93,79,100,IN,1595523247
Romodanovo,54.43,45.33,54.43,289.02,77,0,RU,1595523248
Pevek,69.7,170.31,69.7,282.12,73,0,RU,1595523249
Batemans Bay,-35.72,150.18,-35.72,280.37,97,80,AU,1595523250
Brownsville,25.9,-97.5,25.9,306.48,55,90,US,1595523187
Galle,6.04,80.22,6.04,299.65,84,100,LK,1595523124
Yārāda,17.65,83.27,17.65,301.15,83,90,IN,1595523253
Pacifica,37.61,-122.49,37.61,290.93,87,90,US,1595523065
Borovoy,55.43,86.08,55.43,286.15,93,0,RU,1595523256
Mananara,-16.17,49.77,-16.17,292.39,78,58,MG,1595522844
North Bend,43.41,-124.22,43.41,289.82,100,90,US,1595523258
Victor Harbor,-35.57,138.62,-35.57,283.71,84,78,AU,1595523259
Narasannapeta,18.42,84.05,18.42,299.03,85,100,IN,1595523265
Bengkulu,-3.8,102.27,-3.8,297.59,90,99,ID,1595523125
Kenai,60.55,-151.26,60.55,288.15,76,1,US,1595523267
Semiletka,55.36,54.62,55.36,288.97,97,100,RU,1595523268
Torbay,47.67,-52.73,47.67,298.15,47,75,CA,1595523270
Skellefteå,64.75,20.95,64.75,286.48,93,100,SE,1595523271
Zavitinsk,50.12,129.45,50.12,290.17,93,100,RU,1595523272
Utete,-7.99,38.76,-7.99,294.14,69,32,TZ,1595523273
Kathmandu,27.72,85.32,27.72,294.15,100,75,NP,1595522710
Kachug,53.96,105.88,53.96,285.95,83,1,RU,1595523275
Sovetskaya Gavan',48.97,140.29,48.97,285.94,96,100,RU,1595523277
Port Hedland,-20.32,118.57,-20.32,288.15,77,0,AU,1595523278
Stornoway,58.21,-6.39,58.21,289.26,72,92,GB,1595523279
Snåase,64.25,12.38,64.25,286.15,71,75,NO,1595523280
Sechura,-5.56,-80.82,-5.56,296.75,55,2,PE,1595523281
Fort Frances,48.6,-93.4,48.6,296.48,56,20,CA,1595523282
Pacific Grove,36.62,-121.92,36.62,288.15,82,90,US,1595522600
Provost,52.35,-110.27,52.35,296.77,69,68,CA,1595523285
Wahiawā,21.5,-158.02,21.5,295.93,100,1,US,1595523286
Copiapó,-27.37,-70.33,-27.37,287.15,41,3,CL,1595523287
Wattegama,6.8,81.48,6.8,299.15,76,78,LK,1595523288
Sabang,5.89,95.32,5.89,300.66,76,92,ID,1595523289
Ancud,-41.87,-73.82,-41.87,280.15,70,0,CL,1595522717
Broome,42.25,-75.83,42.25,299.26,73,40,US,1595523292
Bundaberg,-24.85,152.35,-24.85,288.71,93,90,AU,1595523293
Kingston,18.0,-76.79,18.0,304.15,66,75,JM,1595523004
Brae,60.4,-1.35,60.4,288.15,82,40,GB,1595523295
Saint-Augustin,51.23,-58.65,51.23,296.21,38,100,CA,1595523296
Bilibino,68.05,166.44,68.05,289.97,57,11,RU,1595522853
Mpika,-11.83,31.45,-11.83,286.77,57,0,ZM,1595523298
Kemijärvi,66.71,27.43,66.71,290.44,86,62,FI,1595523300
Biograd na Moru,43.94,15.45,43.94,302.15,48,20,HR,1595523301
Kokstad,-30.55,29.42,-30.55,281.44,51,0,ZA,1595523244
Rio Grande,-32.03,-52.1,-32.03,302.15,51,100,BR,1595523076
Le Port,-20.94,55.29,-20.94,292.15,55,20,RE,1595523304
Puerto Lempira,15.27,-83.77,15.27,303.74,65,85,HN,1595523305
Port Lincoln,-34.73,135.87,-34.73,284.02,53,39,AU,1595522520
Nerchinskiy Zavod,51.31,119.61,51.31,291.98,77,25,RU,1595523311
Whitefish,48.41,-114.34,48.41,298.15,53,20,US,1595523312
Northam,51.03,-4.22,51.03,290.37,96,100,GB,1595523313
Magway,20.15,94.92,20.15,299.6,79,87,MM,1595523315
Korla,41.76,86.15,41.76,299.82,74,32,CN,1595523316
Harlingen,26.19,-97.7,26.19,306.15,55,20,US,1595523042
Tazovsky,67.47,78.7,67.47,282.29,70,0,RU,1595523318
Sfântu Gheorghe,45.87,25.78,45.87,294.82,67,72,RO,1595523319
Sire,12.93,5.2,12.93,304.45,52,9,NG,1595523321
Mórrope,-6.54,-80.01,-6.54,293.15,68,20,PE,1595523322
Nizwá,22.93,57.53,22.93,303.63,51,99,OM,1595523209
Vysokogornyy,50.12,139.15,50.12,285.95,95,100,RU,1595523324
Tutóia,-2.76,-42.27,-2.76,302.58,51,1,BR,1595523325
Maiduguri,11.85,13.16,11.85,304.27,53,41,NG,1595523326
Nioro,13.35,-15.75,13.35,300.84,75,100,GM,1595523327
Ostrovnoy,68.05,39.51,68.05,293.07,70,26,RU,1595523329
Gamba,-2.65,10.0,-2.65,296.75,74,94,GA,1595523246
Zhigansk,66.77,123.37,66.77,287.53,81,42,RU,1595523331
Magistral'nyy,56.17,107.45,56.17,286.62,71,40,RU,1595523332
Bhabhua,25.05,83.62,25.05,302.18,75,97,IN,1595523333
Stokmarknes,68.56,14.91,68.56,285.15,87,75,NO,1595523334
Saldanha,-33.01,17.94,-33.01,297.15,44,0,ZA,1595523335
Salto,-31.38,-57.97,-31.38,286.15,100,90,UY,1595523051
Kamphaeng Phet,16.48,99.52,16.48,299.43,86,75,TH,1595523124
Kuching,1.55,110.33,1.55,297.15,100,40,MY,1595523339
Sharlyk,52.92,54.75,52.92,289.95,90,95,RU,1595523340
Koson,39.04,65.58,39.04,305.15,25,0,UZ,1595523341
Bida,9.08,6.02,9.08,301.4,77,100,NG,1595523342
Solnechnyy,50.72,136.63,50.72,287.44,92,82,RU,1595523343
Plast,54.37,60.81,54.37,290.02,86,100,RU,1595523345
Inírida,3.87,-67.92,3.87,300.27,89,73,CO,1595523346
Kisangani,0.52,25.2,0.52,303.15,66,75,CD,1595523349
Marsabit,2.33,37.99,2.33,296.06,54,95,KE,1595523350
Berlevåg,70.86,29.09,70.86,283.15,100,90,NO,1595523351
Jérémie,18.65,-74.12,18.65,302.99,66,99,HT,1595523352
Chapais,49.78,-74.85,49.78,295.15,56,40,CA,1595523353
Havøysund,71.0,24.66,71.0,283.15,93,90,NO,1595523354
La Ronge,55.1,-105.28,55.1,294.15,88,75,CA,1595523355
Jishu,44.32,126.8,44.32,294.21,67,11,CN,1595523357
Turaif,31.67,38.66,31.67,312.15,17,0,SA,1595523276
Balkanabat,39.51,54.37,39.51,305.89,29,3,TM,1595523359
Nautla,20.22,-96.78,20.22,305.31,55,0,MX,1595523360
Dzheguta,43.97,42.04,43.97,289.64,84,77,RU,1595523361
Predivinsk,57.07,93.44,57.07,282.43,77,2,RU,1595523362
Turukhansk,65.82,87.98,65.82,283.48,81,93,RU,1595523363
Kloulklubed,7.04,134.26,7.04,298.15,94,40,PW,1595523364
Olafsvik,64.89,-23.71,64.89,282.92,68,2,IS,1595523366
Boa Viagem,-5.13,-39.73,-5.13,305.19,37,64,BR,1595523367
Chaman,30.92,66.45,30.92,299.79,16,0,PK,1595523368
Senneterre,48.38,-77.23,48.38,295.15,60,75,CA,1595523369
Bilma,18.69,12.92,18.69,312.9,8,39,NE,1595523371
Sesto Calende,45.73,8.63,45.73,304.26,43,6,IT,1595523373
Kalmunai,7.42,81.82,7.42,300.04,80,100,LK,1595523374
Port Hardy,50.7,-127.42,50.7,288.15,77,90,CA,1595522842
Rørvik,64.86,11.24,64.86,286.15,71,40,NO,1595523376
Trelew,-43.25,-65.31,-43.25,276.79,76,100,AR,1595523377
Chabahar,25.29,60.64,25.29,302.41,81,0,IR,1595523382
Berezovyy,51.67,135.7,51.67,288.55,84,100,RU,1595523383
San Miguel de Tucumán,-26.82,-65.22,-26.82,284.15,62,90,AR,1595523099
Comodoro Rivadavia,-45.87,-67.5,-45.87,277.15,64,0,AR,1595523262
Henties Bay,-22.12,14.28,-22.12,294.82,54,0,NA,1595523387
Aykhal,66.0,111.5,66.0,285.15,81,90,RU,1595523388
Nueve de Julio,-35.44,-60.88,-35.44,283.15,92,100,AR,1595522633
Lata,40.16,-8.33,40.16,302.59,60,0,PT,1595523390
Kudahuvadhoo,2.67,72.89,2.67,301.45,77,100,MV,1595523391
Pemangkat,1.17,108.97,1.17,298.45,84,91,ID,1595523393
Prince Rupert,54.32,-130.32,54.32,286.15,93,90,CA,1595523210
Gannan,47.91,123.5,47.91,295.8,58,48,CN,1595523396
Klyuchi,52.27,79.17,52.27,291.21,64,30,RU,1595523399
Turbat,26.0,63.04,26.0,303.87,60,34,PK,1595523400
Mattru,7.62,-11.83,7.62,297.6,93,100,SL,1595523401
Bānka,24.88,86.92,24.88,302.71,74,99,IN,1595523124
Obo,5.4,26.49,5.4,294.38,91,98,CF,1595523404
Airai,-8.93,125.41,-8.93,284.79,71,85,TL,1595523405
San Rafael,-34.62,-68.33,-34.62,278.6,60,23,AR,1595523336
Pangoa,-12.12,-73.0,-12.12,302.82,49,13,PE,1595523407
Buraidah,26.33,43.98,26.33,315.15,16,20,SA,1595523408
Kimbe,-5.55,150.14,-5.55,297.39,89,71,PG,1595523409
Quryq,43.2,51.65,43.2,298.45,68,0,KZ,1595523410
Sola,-13.88,167.55,-13.88,299.86,84,85,VU,1595523412
Eilat,29.56,34.95,29.56,314.15,28,0,IL,1595523413
Mareeba,-17.0,145.43,-17.0,294.15,68,75,AU,1595523414
Buñol,39.42,-0.78,39.42,306.48,25,0,ES,1595523415
Tanout,14.97,8.89,14.97,309.26,28,65,NE,1595523416
Severiano Melo,-5.78,-37.96,-5.78,306.75,32,61,BR,1595523417
Novoselitskoye,44.75,43.44,44.75,302.15,26,17,RU,1595523418
Chernyshevskiy,63.01,112.47,63.01,286.42,90,37,RU,1595523420
Waingapu,-9.66,120.26,-9.66,295.39,80,99,ID,1595523421
Wabash,40.8,-85.82,40.8,300.93,67,7,US,1595523422
Udomlya,57.88,34.99,57.88,286.38,84,30,RU,1595523423
Lashio,22.93,97.75,22.93,293.63,98,100,MM,1595523424
Tabou,4.42,-7.35,4.42,298.42,81,53,CI,1595523425
Songea,-10.68,35.65,-10.68,291.15,59,20,TZ,1595523426
Santa Maria da Vitória,-13.39,-44.19,-13.39,304.13,25,87,BR,1595523427
Ocniţa,44.98,25.55,44.98,298.15,65,86,RO,1595523429
Newport,51.59,-3.0,51.59,291.48,96,100,GB,1595523466
Gizo Government Station,-8.1,156.84,-8.1,300.89,75,73,SB,1595523467
Klichka,50.45,118.0,50.45,292.15,72,46,RU,1595523468
Khandyga,62.67,135.6,62.67,286.76,76,8,RU,1595523469
Tevaitoa,-16.78,-151.5,-16.78,298.61,79,2,PF,1595523473
Jiuquan,39.74,98.52,39.74,296.29,39,95,CN,1595523474
San Ramon,37.78,-121.98,37.78,292.59,77,40,US,1595523398
Madang,-5.22,145.8,-5.22,298.16,88,18,PG,1595523476
Manakara,-22.13,48.02,-22.13,291.96,84,94,MG,1595523477
Richards Bay,-28.78,32.04,-28.78,291.08,69,0,ZA,1595523479
Tālcher,20.95,85.22,20.95,300.54,84,100,IN,1595523480
Harper,4.38,-7.72,4.38,298.63,79,65,LR,1595523481
Sørkjosen,69.8,20.93,69.8,282.15,100,75,NO,1595523482
Mumbai,19.01,72.85,19.01,302.15,89,75,IN,1595523483
Dzerzhinskoye,56.83,95.23,56.83,285.28,74,99,RU,1595523484
Auki,-8.77,160.7,-8.77,298.64,85,79,SB,1595523485
Acapulco de Juárez,16.86,-99.89,16.86,303.15,74,40,MX,1595523487
Dunda,-8.12,34.25,-8.12,293.12,42,2,TZ,1595523488
Svetlaya,46.54,138.33,46.54,287.49,90,88,RU,1595523490
Loa Janan,-0.58,117.09,-0.58,296.28,97,96,ID,1595523492
